-------------------------------------------------------------------------
Stop Condition       : 20 votes
Max of Voters        : 10 threads
PollStation Capacity : 5 places
-------------------------------------------------------------------------
Probabilities:
   - PARTY A wins              : 70%
   - Voter being chosen        : 50%
   - Voter answers             : 60%
   - Voter lies on survey      : 20%
   - Voter reborn a new ID     : 60%
-------------------------------------------------------------------------
LABEL:
   - IDCheck:
      - ✔ : voter checked for voting
      - ✖ : voter already voted
   - Voting:
      - Voter (A | B)  : refers to the Vote of the voter
   - Survey:
      - Voter L : voter lied on survey
-------------------------------------------------------------------------
| PollStation | Waiting | Inside | IDCheck | Voting | ExitPoll | Survey |
|             |         |  V109  |         |        |          |        |
|             |         |        |         |        |          |  V161  |
|             |         |        |         |  V54 B |          |        |
|             |         |        |         |        |   V54    |        |
|             |         |  V157  |         |        |          |        |
|             |   V157  |        |         |        |          |        |
|             |   V54   |        |         |        |          |        |
|             |         |        |  V72 ✔  |        |          |        |
|             |         |        |  V78 ✖  |        |          |        |
|             |         |        |         |        |   V78    |        |
|             |         |  V54   |         |        |          |        |
|             |         |        |         |        |          |  V78 L |
|             |         |        |  V109✔  |        |          |        |
|             |         |        |  V1  ✖  |        |          |        |
|             |         |        |         |        |   V1     |        |
|             |         |  V157  |         |        |          |        |
|             |   V1    |        |         |        |          |        |
|             |   V161  |        |         |        |          |        |
|             |         |        |  V54 ✖  |        |          |        |
|             |         |        |         |        |   V54    |        |
|             |   V118  |        |         |        |          |        |
|             |         |  V118  |         |        |          |        |
|             |         |        |         |        |          |  V54   |
|             |         |        |  V157✔  |        |          |        |
|             |         |        |         |  V109B |          |        |
|             |         |        |         |        |   V109   |        |
| CLOSED      |         |        |         |        |          |        |
|             |         |        |  V157✖  |        |          |        |
|             |         |        |         |        |   V157   |        |
|             |         |        |         |  V72 B |          |        |
|             |         |        |         |        |   V72    |        |
|             |         |        |         |        |          |  V72   |
|             |         |        |  V118✔  |        |          |        |
|             |         |        |         |  V157B |          |        |
|             |         |        |         |        |   V157   |        |
|             |         |        |         |        |          |  V157  |
|             |         |        |         |  V118B |          |        |
|             |         |        |         |        |   V118   |        |
-------------------------------------------------------------------------


----------------------| SURVEY RESULTS
Total votes for A: 1
Total votes for B: 1
 SURVEY WINNER -> TIE
----------------------

----------------------| ELECTION RESULTS
Total votes for A: 12
Total votes for B: 11
  WINNER  🏆🏆 -> A
----------------------
